GEOID,MedianSqFtVal_0100_Land,MedianSqFtVal_0101_Land,MedianSqFtVal_010C_Land,MedianSqFtVal_0200_Land,MedianSqFtVal_0300_Land,MedianSqFtVal_0400_Land,MedianSqFtVal_0500_Land,MedianSqFtVal_010E_Land,MedianSqFtVal_010D_Land
1400000US06037404501,139.361194,174.446021,,73.23952096,,50.98757225,15.96129169,,
1400000US06037404503,128.3683663,143.4599012,85.53191489,126.1468314,,,,,
1400000US06037404504,131.3688696,163.5703704,107.5342565,71.53386268,,,21.91052382,,
1400000US06037404600,51.9821269,49.21958098,,6.901396107,47.95656378,3.781239062,6.888445808,,
1400000US06037404701,134.0894569,154.9319515,99.86815185,90.25115795,151.0428954,115.344766,22.37211529,,95.77921041
1400000US06037404702,127.232313,121.8386861,95.97415701,66.71013375,35.75707814,48.1942837,27.12035904,,105.9276754
1400000US06037404703,118.3478299,154.4710884,35.50862777,82.40153846,164.8855219,82.03722084,45.91912109,,184.5878984
1400000US06037404804,118.0270936,95.48735279,84.90508806,70.90081188,152.1582781,42.9539033,47.23653432,,125.8994883
1400000US06037404805,128.7303895,77.30024436,94.10718636,128.832477,107.9537931,176.1480978,60.63529554,,111.0024038
1400000US06037404806,112.7087863,108.3786982,89.68451883,96.33427673,94.35906165,89.45725721,117.4722639,,120.3454301
1400000US06037404901,124.1132599,131.5447974,122.1293232,80.16726577,36.69242938,39.64011799,21.10125521,,102.8942538
1400000US06037404902,121.4402778,112.1412328,,68.52557915,70.47474275,153.610508,132.473755,,99.46511954
1400000US06037404903,123.5434994,94.86071429,139.7909931,119.4994788,29.77867528,53.4470339,38.28088235,,89.09513889
1400000US06037405001,121.2598984,130.2456747,,125.6667549,41.82199937,48.98024892,10.32005254,,
1400000US06037405002,135.9615385,160.570018,,88.23152315,73.44373897,16.39805002,119.1188152,,145.5683698
1400000US06037405101,132.2240808,112.9168148,25.46045198,106.272203,151.562601,25.53396603,19.24365714,,106.0669944
1400000US06037405102,140.1758105,186.6994425,111.9711787,82.50311316,124.6548359,65.66302589,44.0778349,65.24354561,124.4230551
1400000US06037405201,122.5721466,149.0852205,81.69109663,127.6014378,42.03196272,62.63622159,35.54308094,,
1400000US06037405202,129.9688645,107.5996767,68.57044335,93.59430882,27.44094488,45.47020574,53.42218672,,96.92662025
1400000US06037405203,114.4344932,124.0701228,,85.22646967,63.60666168,71.1821274,90.3963174,,92.8428169
1400000US06037405301,154.2135836,124.6405797,113.5608184,,,,96.21284611,,156.8461111
1400000US06037405302,143.07393,137.5750799,68.13372582,157.4562431,174.1076605,201.458589,43.22442922,,
1400000US06037405400,165.5162037,151.5966067,86.27077748,64.3357886,54.53527607,,,,
1400000US06037405500,132.9410978,152.7229959,91.65048544,217.1029619,,,40.58371041,,
1400000US06037405600,141.9870572,147.7580231,47.96355877,127.2845923,72.30952381,,29.79868398,,
1400000US06037405701,173.7853561,158.2403023,86.48471616,61.94808028,,,126.5358742,,
1400000US06037405702,152.0725261,146.9929301,281.2915028,14.05327869,61.24894282,84.64247582,107.6535168,,126.7389689
1400000US06037405800,165.5615672,161.1347936,,273.0150504,153.980957,29.27980653,,,143.506367
1400000US06037405900,162.1243028,153.5573652,132.6461538,,,12.65909091,14.00984769,,
1400000US06037406000,150.6834008,133.2454848,129.3923529,54.22619519,,11.26955603,51.51547009,,118.7944369
1400000US06037406101,184.9860627,141.5065789,142.950625,132.8788203,70.70144535,112.9778231,155.3019644,,
1400000US06037406103,147.6096748,137.9113043,130.5308853,128.2574413,124.8876732,92.6067327,66.03745827,,95.6423586
1400000US06037406201,164.9830563,162.1078158,,,,,84.41788456,,
1400000US06037406300,143.1688379,138.3084416,134.2924254,,,,,,144.8724444
1400000US06037406413,140.669398,129.2551711,,61.24930028,88.1760355,57.1368197,135.7415713,,
1400000US06037406500,140.8748281,139.7056555,,248.3742359,85.39597946,56.65160256,49.75121004,,161.9397196
1400000US06037406601,132.2051862,124.7272452,134.9727915,95.2134677,273.8136966,,29.72291667,,62.34030683
1400000US06037406602,134.9658241,123.7143892,128.8996416,121.2175926,,,29.66219442,,
1400000US06037406701,102.3459278,121.5833797,,,,,,,
1400000US06037406702,123.8515149,131.0971564,161.3615448,,,,64.78000198,,85.04873302
1400000US06037406801,128.5304761,124.2276124,92.70422198,149.9486726,,,,,91.85609244
1400000US06037406903,118.3498881,146.0887628,116.3655914,93.9524838,,10.18328059,62.51524703,,
1400000US06037407001,133.9554983,131.8999308,129.9257726,,,,,,
1400000US06037407002,126.9349646,143.9815303,,192.12313,,,20.49111431,,104.394776
1400000US06037407101,125.3872247,121.8231789,73.27244582,24.21193548,14.69815466,,40.83054278,,
1400000US06037407102,122.5879077,143.6973995,125.8143195,278.1086766,43.73194444,174.8523693,44.86253661,,76.03288588
1400000US06037407201,144.5886463,133.6555755,,,,,89.94934906,,
1400000US06037407202,140.1336806,120.0303057,,,,,18.29588768,,
1400000US06037407301,137.297491,143.2562724,72.98720089,98.37413178,,,43.50168505,,248.8202329
1400000US06037407302,138.1523456,138.5457303,,,,,,,
1400000US06037407400,118.9109948,86.84669381,,45.57358953,,,,,119.2906163
1400000US06037407501,145.3141994,132.5717629,71.02358491,95.27851842,158.3767025,80.89534884,38.83770015,,91.72060916
1400000US06037407502,145.5158983,139.4078212,,82.9097785,224.107377,,,,
1400000US06037407601,121.5668738,99.03734631,144.4469992,76.78217822,45.61671088,53.10098564,75.31752348,,120.0154068
1400000US06037407602,121.9467456,149.7244094,96.63477916,61.72991375,42.56067489,,110.8562648,,170.9742713
1400000US06037407701,121.7563025,77.16228937,,,,162.5465714,73.42378132,,
1400000US06037407702,112.3784671,90.62765957,72.44367292,80.47048154,148.4486252,112.5319564,4.917933131,,101.04
1400000US06037407801,121.6840753,107.1513158,,106.653433,,,,,
1400000US06037407802,130.6801909,94.34305801,,,,,,,
1400000US06037407901,127.017832,121.6723549,,67.62471741,,,,,118.9185132
1400000US06037407902,105.9552918,95.18291055,114.8622816,67.80023876,,,63.28306141,,
1400000US06037408003,130.0362315,134.3599926,105.2754591,114.3522542,,,,,158.313825
1400000US06037408004,100.7192982,128.2529329,115.3632184,,,,,,95.43230769
1400000US06037408005,151.656349,145.024703,120.8107735,,,,,,164.2457037
1400000US06037408006,129.9479167,139.2020833,77.46140775,,,59.89691358,,,
1400000US06037408133,115.8687991,131.700938,,,,,,,
1400000US06037408134,108.4553903,110.5061219,116.7025932,,,,,,
1400000US06037408135,112.358251,86.52773613,,79.1989076,,,,,162.1921331
1400000US06037408136,144.1723408,164.9476239,,,,,,,
1400000US06037408137,112.085181,116.7252747,103.6655083,,,,,,
1400000US06037408138,124.7318721,192.4460784,,41.92137512,,,,,
1400000US06037408139,127.6601727,165.6993988,,116.877962,,,,,
1400000US06037408140,123.9483298,113.2699657,,132.7943432,27.49083457,,,,146.4726496
1400000US06037408141,125.9246264,92.23087489,,,,,,,198.5462642
1400000US06037408212,145.7016666,139.1994065,,9.759961501,,,169.9940239,,71.55255465
1400000US06037408213,141.1973684,130.5283773,147.1881188,69.60793132,,45.86793475,,,
1400000US06037408301,150.6135642,111.1804408,76.79958551,114.5905865,74.93478949,190.9080681,32.02498564,,
1400000US06037408302,129.6750623,100.1436139,,72.17800252,111.937588,152.3958586,,,138.8203257
1400000US06037408303,102.4553344,86.13682488,79.81169196,156.8600981,116.5859232,,,,139.5339624
1400000US06037408401,131.627183,123.585554,,183.8555506,198.8899273,,187.9899521,,121.6147799
1400000US06037408402,121.5200452,124.031002,,111.3745154,,,,,
1400000US06037408503,129.6981627,128.094899,,128.1466307,,,,,123.4439818
1400000US06037408504,158.9142948,135.0650558,107.2498152,165.9033575,164.0464245,165.5122511,,,135.0380952
1400000US06037408505,136.9760369,140.1585463,,109.5558719,378.0757098,,,,
1400000US06037408623,105.5340647,104.2610308,117.4617042,32.40535661,,,,,
1400000US06037408624,117.2517764,130.6478202,158.1705321,,,,,,
1400000US06037408625,132.3134895,127.737646,,138.297428,,,,153.3303809,
1400000US06037408626,96.91283019,91.86340371,142.0657879,25.0701854,,,,146.2835888,
1400000US06037408627,114.0881044,117.8549293,,,,,,97.14994767,
1400000US06037408628,97.62399541,103.0933522,132.5097238,372.5586677,,,,120.7205882,157.2301335
1400000US06037408629,113.4558122,136.3084335,,183.8755115,,,,,146.6483709
1400000US06037408631,175.9589776,185.9758454,,139.6540947,,,,,
1400000US06037408703,126.4938934,145.010459,,51.57982032,,,,,116.009401
1400000US06037408705,139.9079245,131.5299807,,94.36508704,,,,,
1400000US06037408707,114.2529749,142.3475032,168.4428951,60.44474002,,,,207.8904093,165.7638137
1400000US06037408722,163.3421142,164.1978571,,165.3732227,,,,,
1400000US06037408724,176.1878365,229.685406,,,48.97177831,56.92347076,39.28764604,,
1400000US06037408725,169.233112,160.2861538,,90.87336567,90.30825083,,178.6616732,,
1400000US06037408800,113.7387476,,114.3987809,64.6203125,75.11374408,67.70373514,52.22062419,,
1400000US06037408900,118.3934199,132.9630376,,73.06684888,37.56425512,34.36569092,49.55276968,162.4898459,203.3184893
1400000US06037409000,105.0900802,92.61977492,101.1010526,179.2689789,,204.774531,68.37099223,,106.2191781
1400000US06037409100,157.7665317,163.2843048,158.0007236,83.44526446,50.44528302,280.1332526,37.36806426,,inf
1400000US06037430003,149.9520891,161.6593199,,134.2365635,,,,,
1400000US06037430004,163.333396,167.9952251,135.2057377,103.6034043,172.9924315,,66.35718743,,141.8334332
1400000US06037430005,137.1300016,159.0433159,167.7098214,379.559292,,145.8386551,79.02645171,,149.4378961
1400000US06037430101,144.8249027,110.3387324,160.8910788,154.9236393,194.4873239,43.99702159,40.67949688,,192.429206
1400000US06037430102,150.6881341,138.5509259,146.1529175,119.4716851,183.0333333,51.76839294,107.3974801,,223.4284622
1400000US06037430200,229.0738298,261.9011097,,477.9557522,,,,,
1400000US06037430301,212.4725104,197.6683841,197.5666667,123.9946597,92.78254961,105.5990688,94.88834949,,
1400000US06037430302,231.6765911,262.813101,245.2223265,190.7895431,127.3199633,91.45201103,85.39560932,,206.2407582
1400000US06037430400,266.9770417,266.4661932,255.4054848,140.9614552,143,191.5398269,181.8858757,53.39561955,162.9387047
1400000US06037430501,264.4281392,264.7088305,,167.5523338,135.4176166,119.5635216,45.38806006,,289.2868198
1400000US06037430502,253.1412371,260.5678191,268.9356103,140.045911,146.9461997,23.93105801,75.19407465,298.6117391,159.2005827
1400000US06037430600,225.4019428,262.2966867,,265.4753024,,,,,368.9639657
1400000US06037430701,266.2585622,247.0627451,312.3235841,,,101.5479213,113.1426013,,
1400000US06037430721,218.2409246,269.8510693,237.0892857,463.2548247,212.4209533,78.68678977,66.13392751,188.3687273,248.6896766
1400000US06037430723,446.9530501,,227.4973822,163.3188248,105.2144068,215.7674081,94.35097919,259.0161491,
1400000US06037430724,152.6231607,,221.5756824,208.9902294,81.27391766,135.4485481,42.84348107,230.9110752,
1400000US06037430801,219.0781873,161.2982409,227.8202479,163.0810547,205.386961,81.07485525,120.8842717,83.88022065,149.5610048
1400000US06037430802,229.3427923,234.4295465,218.5613861,165.296875,153.7005103,322.2325166,245.4703526,,
1400000US06037430803,222.3023135,217.2954754,193.185922,270.3695746,161.8140954,137.3422619,42.03044075,,
1400000US06037430901,207.0408163,158.73677,180.7661738,140.2195341,158.279563,59.80760682,46.13043267,,232.2615836
1400000US06037430902,225.4962913,226.7966292,195.2975196,114.4410462,163.5558694,147.1394567,121.8573872,125.0926091,202.953094
1400000US06037431002,224.4674613,216.7432692,,167.9880776,182.3820104,187.7102679,27.40268782,,260.144822
1400000US06037431003,251.6101055,269.2306675,212.7365079,184.9299098,92.50623703,96.11760612,55.65863345,204.6041009,227.2524644
1400000US06037431004,218.7476338,90.14504587,234.3446656,159.5234657,161.4732042,110.5140056,70.35382805,,110.5629
1400000US06037431100,192.2452532,174.6828598,185.065445,133.3837838,76.97339358,105.784324,80.80638894,55.84026465,187.7184429
1400000US06037431200,173.0479167,158.9720358,58.64794007,107.5526484,13.20460199,62.73906883,161.1093457,,110.5265033
1400000US06037431300,221.3555066,195.1015625,222.5034766,249.0433347,81.07781593,121.3220983,5.872754491,,
1400000US06037431400,232.3394682,211.7480653,223.4747191,153.6372582,319.0576278,,141.6317124,,
1400000US06037431501,229.0424242,201.2880979,213.8461538,127.5528406,164.0540216,161.3708735,56.8549108,,
1400000US06037431502,188.6753036,178.0818966,209.5445415,225.5071319,266.3100245,66.12228079,126.9174877,,220.8298825
1400000US06037431600,217.2527686,232.7086614,215.3374677,95.42750929,343.6709719,189.0579678,45.56660639,288.5683802,
1400000US06037431701,217.3401593,210.0913386,286.4853523,71.50799574,157.5793577,10.18475751,49.66816187,,
1400000US06037431800,219.3659447,222.469869,227.0373599,163.2331492,248.1988254,190.2450316,32.85504005,,117.0827578
1400000US06037431900,198.2336535,179.7299562,197.196495,166.7845507,197.3357102,178.9425164,73.11509901,,
1400000US06037432001,203.6509831,214.7404286,,114.8310691,82.17369693,89.70535714,205.7024793,,
1400000US06037432002,197.2904278,193.7696419,243.3775253,196.5802589,204.1640881,98.0318109,96.55499435,,206.4293948
1400000US06037432101,211.3535651,188.5632725,199.4710756,112.0373585,151.3090794,120.4045922,21.55367653,,219.1721899
1400000US06037432102,196.5791757,208.6168295,248.0983762,168.6093002,248.8668442,78.04097268,,,98.93090254
1400000US06037432201,155.7814362,182.890257,112.4573192,126.7231544,105.1385634,100.3330148,107.55048,,148.5435579
1400000US06037432202,159.3959885,132.9365417,44.7475423,130.5371224,173.3821765,61.07253495,76.0702551,,95.18589407
1400000US06037432300,161.5818695,173.5917969,135.433665,131.3245614,79.54525016,117.3015737,97.23157393,,165.6076439
1400000US06037432401,142.8122271,150.2319262,71.1607095,125.0276651,100.6521236,56.68765985,55.48806694,,113.4349943
1400000US06037432402,154.5629371,124.0261745,181.2999017,98.98543907,113.4625354,124.9875661,44.4120995,,129.0073674
1400000US06037432501,140.2904142,121.7411924,146.9786062,122.8322311,183.8487985,86.41573266,104.3864866,,136.684875
1400000US06037432502,159.9197417,133.0203448,98.38558176,141.2005013,137.8266665,100.9606548,40.71853625,,138.989485
1400000US06037432601,156.8427911,178.4129211,90.10269607,112.7342643,113.9642984,52.51621996,26.17029272,,126.5014837
1400000US06037432602,146.4730483,97.04256669,,125.5364074,79.25169147,126.7453652,151.1437541,,102.2343003
1400000US06037432700,142.9448925,133.3408654,,84.32886011,110.1775622,36.01789209,118.4872531,,99.44437042
1400000US06037432801,204.6340235,,,175.2994228,119.1743669,150.7456757,176.90033,,93.05627931
1400000US06037432802,194.7064846,313.7715223,87.37749737,149.8454594,70.58188825,148.830718,41.83742768,,71.69184982
1400000US06037432901,153.8112798,104.2777778,59.64265403,130.8309318,92.4857513,107.0993298,58.6764565,,88.06198347
1400000US06037432902,161.125405,139.7579545,,117.4765767,153.7714703,39.03373016,398.9579243,,
1400000US06037433103,121.2175698,108.5213675,86.71610845,96.5214378,100.8787102,70.95315904,61.87872697,137.2353224,106.0364759
1400000US06037433200,133.7125634,108.2924174,66.52927928,106.6909239,118.2098808,73.89119419,35.36879011,,121.5215385
1400000US06037433302,140.6052048,95.22752809,141.6350124,86.69783666,71.17901235,130.54375,57.14302624,,92.93753983
1400000US06037433304,147.6190476,188.2746341,95.33825079,102.6669729,113.023019,69.18471338,36.57981868,,135.6354333
1400000US06037433305,154.5539906,138.4928977,93.01726619,69.429093,152.6022407,105.5432665,63.42741935,138.9093718,138.6252588
1400000US06037433306,202.9810628,121.6757426,118.7733333,105.5269112,57.04555394,118.8379571,65.57427259,,136.1532237
1400000US06037433307,154.6119997,133.4026557,78.07212318,183.1548484,49.78898046,45.67766117,24.26343255,,124.5163576
1400000US06037433402,165.6980562,229.823171,139.4010256,135.3235791,83.25083752,88.20864748,38.01732255,77.44643759,141.6332255
1400000US06037433403,147.4457965,139.7771739,74.50337409,120.2115821,117.0321483,118.2748749,50.4033596,,132.7088452
1400000US06037433505,146.0257437,206.683834,61.68634101,125.9033976,72.21609918,96.94132653,51.00834879,,110.7930667
1400000US06037433506,134.8788889,,,91.67375519,88.09960983,51.55372581,61.18046266,,
1400000US06037433601,139.0221774,126.5121107,,90.67230769,123.975264,64.56952299,40.92970175,,159.33395
1400000US06037433602,164.4351369,186.1127941,44.08287283,138.252907,80.9271876,36.00328256,55.79459799,,93.50362319
1400000US06037433803,103.1887612,84.4911566,,157.7983955,10.8337981,60.26356777,,,147.2918246
1400000US06037433804,122.0748117,138.8718092,145.4340155,73.54242424,50.14211957,64.02805317,39.97168199,,
1400000US06037433901,178.3379181,143.0608108,118.3352843,92.84535743,113.267036,166.1579138,51.11738529,,118.71089
1400000US06037433903,131.4264414,143.0832347,55.07962557,93.33338087,146.1203704,73.849642,58.32143718,,43.40631669
1400000US06037434001,139.9259498,135.1673934,26.28524156,94.52096774,80.98470028,77.85335374,151.1318936,,136.5653578
1400000US06037434003,133.2944681,140.5224177,,111.3237728,111.0631978,79.59954751,86.94612971,,129.7859989
1400000US06037434004,136.8347045,76.65817536,92.84346959,77.39433551,54.19732785,82.22546089,19.85817869,,
1400000US06037434100,135.663752,96.22271914,109.6891473,86.90409444,65.3647541,85.74048727,41.71835687,,
1400000US06037460001,262.0690706,229.0944958,,299.0850724,,,,,
1400000US06037460002,223.2816374,247.9224638,343.3686636,,,,,277.2698838,
1400000US06037460101,231.0042263,226.1654885,277.2448586,135.5833333,115.6289798,168.3378099,60.6591917,,
1400000US06037460200,201.9652174,184.8224982,,152.0927637,231.6411577,86.75176501,74.72787059,,
1400000US06037460301,171.5523189,183.277713,,133.9107923,130.5875547,,54.65116604,,199.7069415
1400000US06037460302,214.2149466,197.3551051,,132.1750256,33.04854772,,105.9917974,,
1400000US06037460401,165.9810686,171.9509579,,78.58451817,68.84836428,,59.64253821,,
1400000US06037460501,300.3221806,304.9472345,,24.1901444,,,,,329.2806484
1400000US06037460502,338.3028086,319.5321446,,103.4013874,,29.90007776,,,
1400000US06037460601,324.6453131,334.3708738,252.8762902,155.7319508,177.1730902,198.0361705,194.194649,136.8764643,
1400000US06037460700,306.9792734,326.3033936,,210.604991,,,109.0582245,,742.258198
1400000US06037460800,302.2207232,336.8894322,,171.6167492,,,,,
1400000US06037460900,208.649263,258.8648836,161.0182927,124.1260434,92.93220735,152.8598066,66.27773625,,
1400000US06037461000,192.435936,236.3324698,,130.1368884,108.7066321,29.57960458,52.60682955,,
1400000US06037461100,196.4392936,206.8907596,146.7792793,134.0470833,75.63359308,93.84222605,96.3740458,5.285128205,
1400000US06037461200,226.0616627,236.0572626,187.7092857,122.5749721,260.4389117,53.57924528,119.1170775,,
1400000US06037461300,252.4017094,250.2551541,195.7947012,114.395957,78.79604932,58.37115689,78.91346154,,168.2492594
1400000US06037461400,225.4236779,255.920932,197.676964,167.8818182,179.1620728,55.67010546,50.27174154,,
1400000US06037461501,190.7678495,147.4470645,131.6518649,99.16472026,140.6088924,37.18474208,65.43590952,281.2345277,
1400000US06037461502,183.3253676,140.8571691,187.6990698,113.0801057,118.3807513,147.1523648,50.85346442,,
1400000US06037461600,154.4717721,173.2440646,154.7866075,140.1343167,110.0086813,94.4870703,78.73085709,,
1400000US06037461700,177.5680592,258.1205616,272.1729529,316.3281029,,,180.2665293,370.8484749,
1400000US06037461901,145.3534799,219.9145583,155.7361842,93.40877598,149.2737707,134.1955782,91.47068273,386.3214286,175.1385453
1400000US06037461902,262.8519637,,380.5120748,,,,74.3454387,,
1400000US06037462001,186.7535545,205.5078498,182.5985832,111.8523027,143.5525683,71.4146033,71.3529251,134.7348214,
1400000US06037462002,177.8912222,131.9958944,116.6248153,84.86427442,143.122977,80.79387974,66.3,,266.5076287
1400000US06037462100,173.3740949,128.0445505,,136.8251426,176.3924139,184.3285664,45.57369937,255.7259686,
1400000US06037462201,152.8132049,321.4717112,238.0789692,152.7106724,84.08730769,123.4960354,50.49057112,,
1400000US06037462202,73.49574152,49.08336642,317.8411405,263.7119726,14.19775083,22.9825649,62.02430078,362.6666667,
1400000US06037462301,285.27149,485.1296604,266.4037888,132.5689349,126.168924,140.8134969,55.28294765,356.131333,
1400000US06037462302,231.5248815,609.609375,312.9087884,145.4582133,130.450504,99.31801334,98.2371644,348.1786517,
1400000US06037462400,225.4139073,220.3751858,242.669766,171.5425532,185.6212798,211.6493679,141.4277254,,
1400000US06037462500,247.6142564,256.9256234,235.4822447,166.6941273,126.256782,124.9390809,87.82410615,,253.1504537
1400000US06037462600,233.4454545,221.1422938,78.38308082,162.6709102,125.2196705,,42.23267176,,
1400000US06037462700,221.8900464,226.7580766,237.6227586,149.8549575,104.9731268,172.8473433,87.37367774,,
1400000US06037462800,244.8511422,226.3558504,228.06653,145.7036121,165.2402063,98.08636364,124.2704234,159.1586456,
1400000US06037462900,243.3592008,258.0032825,,269.106,192.208619,106.5983139,147.617121,,
1400000US06037463000,229.6854257,226.0261622,248.9843712,,,283.6330663,50.75230592,294.9495192,342.5338564
1400000US06037463103,236.2662967,282.0459469,264.1558164,174.5877751,196.7269763,41.30072173,236.9142638,,307.9589552
1400000US06037463200,219.2202011,285.9776708,259.5946629,213.119667,278.909486,112.4684146,116.9525845,190.9222208,
1400000US06037463300,257.9052925,286.4252475,194.163509,84.75520813,63.60029189,141.6910384,123.788291,,
1400000US06037463400,251.9427304,321.5291199,298.0635246,133.9789916,108.4555556,160.4016239,132.3745671,238.1588235,
1400000US06037463500,216.6883963,309.9023657,303.3707865,142.1601732,145.0837438,68.31603431,42.51518003,289.2537313,
1400000US06037463601,326.2165049,,319.1304753,108.8832641,129.0506365,57.01854556,88.28136531,292.0966258,
1400000US06037463602,475.495283,,413.0846645,243.4903382,154.0059669,47.3995,68.0130275,168.4294793,
1400000US06037463700,255.1775884,280.9453512,360.7060603,274.4501267,150.0059623,242.7919911,100.0508927,235.7645485,
1400000US06037463800,326.8086907,354.2532529,,114.9382819,,,53.16842661,,
1400000US06037463900,271.7072301,306.0554536,272.2694685,334.8286916,193.9373297,96.89721724,76.70733116,291.6170567,107.216184
1400000US06037464000,284.3687988,389.063622,344.1447106,268.2299482,106.2446527,118.4615158,91.95507093,265.971984,
1400000US06037464101,318.8938822,350.0288298,,,,,,,
1400000US06037464102,331.3951868,371.4688228,,281.9246183,,,,,
1400000US06037464200,339.7635598,332.1841415,,,,,,,184.9363916
1400000US06037480002,217.6476868,228.2101167,66.54140436,295.3099997,19.68385949,63.6578513,68.24777698,,331.8825871
1400000US06037480011,204.189538,188.0218978,178.5952756,116.2972536,206.3913221,138.6358544,106.791388,,101.9975042
1400000US06037480012,181.9459799,194.3731487,116.9909774,109.3087302,85.70782084,,53.13920326,,89.81645773
1400000US06037480101,204.9057819,166.2059125,215.672203,147.7482699,101.5004873,37.77673493,90.79062127,,78.20142646
1400000US06037480102,180.4266937,171.2468919,215.2747157,106.6184922,61.33933454,72.80447839,57.23317763,,194.1821618
1400000US06037480201,234.6954863,243.7595654,127.772578,124.8135294,68.60456621,108.905255,,,
1400000US06037480202,234.1506772,231.6014522,,299.1249903,,98.26695652,,,
1400000US06037480302,198.015717,183.1285285,181.3022022,119.9436893,125.2668566,121.9719776,48.96400222,,
1400000US06037480303,203.9366899,455.1298422,184.894556,160.2460819,194.6765248,135.5258106,59.6698628,,200.560199
1400000US06037480304,199.5213507,,199.4386364,155.4671928,149.2603596,112.487013,59.70241907,,
1400000US06037480400,176.117505,176.1729978,198.5955728,158.5211881,166.0044018,72.88645584,87.87752744,130.9284225,
1400000US06037480500,250.16284,279.3173505,302.9100459,151.1916239,118.2544995,134.7238806,76.09887783,,
1400000US06037480601,317.420339,413.7753623,331.5979548,257.6186533,289.9582332,92.71620496,63.00788258,287.2333312,
1400000US06037480602,271.675141,295.7892811,393.9514047,151.3927191,164.4296784,110.4439407,111.0289823,241.6431818,
1400000US06037480702,223.5055905,236.6020492,310.0914894,216.8348253,41.22908838,49.8804828,98.46627005,,103.4451613
1400000US06037480703,284.3419753,224.3044397,270.5333333,181.9772727,239.2536663,120.1032276,123.0880731,353.380925,
1400000US06037480704,248.0975143,318.8667312,127.3663964,194.5214831,171.2522529,134.8229418,69.15989781,297.1925721,
1400000US06037480802,196.3790104,180.6671204,,125.8114789,114.5669663,78.88101565,76.97592245,,
1400000US06037480803,180.1685744,190.0973995,,103.3387528,112.9472715,141.4525345,58.2023124,,
1400000US06037480804,197.160329,256.898065,155.1298947,124.2244497,108.1396279,88.87399061,61.02427115,264.4831373,
1400000US06037480901,202.6258367,291.1693291,223.0224702,152.8196203,98.93774223,77.64136889,80.89471154,237.2328571,79.46336499
1400000US06037480902,183.4915385,210.9661017,151.4750542,119.5306521,60.63551554,62.96329942,60.89860521,,
1400000US06037480903,178.6202899,156.8070653,139.6561063,154.8765161,76.23160622,94.47827253,70.68985507,104.4824193,
1400000US06037481001,186.3881452,217.8831905,240.7057971,115.0702898,78.40959878,63.67241379,67.0259481,,135.2067913
1400000US06037481002,185.9980972,254.5840471,212.0192767,121.4725487,95.11541667,47.39436425,66.22997894,116.0924464,106.6626623
1400000US06037481101,242.9566038,120.6303681,210.2537931,124.0626143,226.0680245,109.7545767,57.05927323,205.6499293,
1400000US06037481102,260.525805,inf,166.7598867,106.0216593,211.5119318,188.374839,63.68370712,,
1400000US06037481103,205.3264207,134.7421393,192.5024502,149.9434985,92.79298372,60.74733582,72.19578099,,
1400000US06037481201,183.2756339,144.0545185,214.6178199,163.2858367,100.1563917,134.9390051,103.4409807,,74.38964381
1400000US06037481203,185.4830677,210.8869048,170.5030395,150.6784211,116.0707814,191.8350515,49.22771305,,
1400000US06037481300,152.4999752,121.7561146,inf,159.3289344,53.21185035,100.0802614,128.6088805,,48.79288889
1400000US06037481401,194.0391949,160.4474122,193.8132914,125.5414499,138.3384878,100.1475526,57.45046278,,
1400000US06037481403,181.031006,174.3023846,125.8294931,148.5985832,90.83931399,105.6432545,86.15274056,,96.95659648
1400000US06037481404,183.8693255,185.5402769,136.4044321,122.1102757,170.0885452,161.3647007,128.67809,,
1400000US06037481500,180.5769474,147.7072715,227.0847048,172.8328545,102.9142223,61.44376162,95.02905268,,
1400000US06037481603,162.4419014,166.5102657,146.4102804,139.6283566,92.08689569,65.12188407,66.10821507,,101.770416
1400000US06037481604,155.6255474,124.5205761,138.1619094,113.6459881,79.6620462,123.8308718,58.13716195,249.568595,
1400000US06037481605,166.6396341,113.660864,82.30044091,111.1067308,77.99385353,70.85513257,99.32025167,,
1400000US06037481606,170.0445278,232.7317708,145.8252841,120.1553322,94.2458042,88.80225487,91.91884504,,
1400000US06037481711,147.7426573,,150.0514096,118.0987616,24.39321875,176.1836856,62.48604167,,241.663837
1400000US06037481712,137.6471893,196.3133922,156.5271003,103.7599469,98.87481297,163.9902511,80.90155616,,137.3628692
1400000US06037481713,149.1737242,277.7155917,119.3954128,98.29550321,93.53756872,44.43142445,53.25036503,,180.2459878
1400000US06037481714,134.2500244,135.195454,157.9427108,94.46883988,117.4614693,43.0452178,67.70016175,54.33261183,111.1579657
1400000US06037481800,170.337822,154.9766936,176.9172142,139.0143055,,46.43397986,,,
1400000US06037481901,163.7618893,132.7112512,174.8979094,130.8891232,73.26625548,99.28355336,93.96693746,,
1400000US06037481902,189.3412698,134.9298643,257.9444444,101.093202,151.7934684,51.82902924,38.17084,,169.2960056
1400000US06037482001,102.3406388,112.4170682,179.9967636,46.61620269,,32.51360766,87.79142173,,
1400000US06037482002,140.1266667,152.354763,154.7179093,68.12159329,115.1210694,58.71075612,46.39111111,,
1400000US06037482101,167.4173195,115.13339,185.6768953,126.9535936,90.83308327,159.8932254,50.01654524,,137.1935867
1400000US06037482102,158.607612,157.4275504,,91.1071534,55.88835312,33.77807084,101.7269957,,
