GEOID,Median_0,Median_1,Median_2,Median_3,Median_4,Median_5,Median_6,Median_7,Median_8
1400000US06037212204,244.5381984,151.3722728,157.3640848,185.6435434,,229.730002,,131.3596119,
1400000US06037212303,321.7058867,341.3405965,290.2854944,,,,,166.1259527,
1400000US06037212304,295.2709992,159.5496426,289.7471899,,,,,,44.07654253
1400000US06037212305,369.1462253,438.9147167,419.328879,,,,,,
1400000US06037212306,414.4644817,260.3576252,325.9088466,,,,,,
1400000US06037212410,468.0401252,385.0603656,418.0030483,402.6755422,,,,,
1400000US06037212420,230.3192199,346.1234654,306.900635,,,,,100.3561569,
1400000US06037212501,416.883979,490.3812363,402.6320008,,,,,,
1400000US06037212502,623.5332875,630.9207546,589.004578,,,,,,
1400000US06037212610,894.78243,1016.17624,983.931701,840.2514378,,,,866.0946826,838.1455682
1400000US06037212620,486.179131,623.6404647,658.3317433,542.9369969,,,,457.6795843,
1400000US06037212701,393.9587003,435.9146646,398.8886285,,,,449.7442454,396.0264161,
1400000US06037212702,203.5164133,423.1480589,407.3547411,,,,354.3786967,313.4621766,256.9284717
1400000US06037212800,228.4687311,286.7597079,160.7221733,378.1632458,,,174.7096348,41.1269065,117.1698749
1400000US06037212900,631.7000392,698.0951923,723.4595852,,,,,604.7786102,648.5595231
1400000US06037213100,315.6275882,395.5192038,485.8681705,,,,,515.2323852,
1400000US06037213201,408.7537502,519.0232434,212.3481779,14.22973213,,,,189.0603706,369.5026182
1400000US06037213202,470.5021541,592.4283328,494.4654421,329.5373526,,,468.1647597,626.2688976,580.9925913
1400000US06037213310,349.5936714,252.6507639,292.2509151,,,,98.73249337,246.7684737,510.8330675
1400000US06037213320,586.4226985,537.8748613,549.0727221,,,,450.3035024,596.2301613,
1400000US06037213401,391.1439314,486.3481786,431.4437694,396.503012,,,337.6649469,375.0766295,
1400000US06037213402,666.725937,618.1077304,571.2738379,425.8568262,,,,746.9812132,683.798852
1400000US06037214000,473.3355744,475.8667384,822.0202039,833.5557408,,,701.0379195,621.7823986,606.6837278
1400000US06037214100,1224.987137,898.8386261,907.2851032,905.3176533,,,,916.8416727,1413.920509
1400000US06037214400,236.4283492,182.6180941,243.590127,,,,,182.2126079,368.5394434
1400000US06037214501,42.34284867,243.762659,112.6065102,175.8394759,,,47.99547314,,73.01853509
1400000US06037214503,244.9401666,,,,,,,,
1400000US06037214504,669.3905705,,,,,,,,
1400000US06037214505,592.1257438,541.5668041,40.74204001,,,,,,
1400000US06037214600,775.9184186,745.9673817,719.3492897,522.0790649,,,942.8798949,613.6273349,829.9849353
1400000US06037214700,435.2730964,245.9157098,256.7998347,,,,251.0267533,307.7145942,
1400000US06037214800,954.1788309,963.3562658,914.7940763,,,,,492.2114856,565.0058989
1400000US06037214902,500.7927245,626.527614,636.7892937,,,,,691.4864397,
1400000US06037214903,543.8627183,689.8013872,,,,,,,
1400000US06037214904,664.1254043,636.274919,625.7253127,,,,,,704.8298778
1400000US06037215101,428.4511503,390.7208396,528.8019754,,,,540.0879933,,113.6835293
1400000US06037215102,807.7838984,902.7520709,885.7412793,661.1179581,,,,602.0886664,930.3986217
1400000US06037216100,549.0454161,1010.979225,1001.994593,,,,,,
1400000US06037216201,736.960851,949.5726406,949.5593437,,,,,690.5615836,890.6044858
1400000US06037216202,980.0399307,1100.468805,1075.56519,,,,,861.955767,
1400000US06037216301,175.6383883,147.9604821,251.5624508,,,,,121.1611689,117.541622
1400000US06037216302,389.6409749,208.3174419,147.7987805,,,,440.2083617,572.8000855,
1400000US06037216401,465.3289986,587.0297951,591.9147449,,,,105.5979163,523.74612,
1400000US06037216402,198.7614345,323.4760332,,,,,,464.7345871,
1400000US06037216700,1033.211043,851.9922823,846.3185874,,,,,833.9418417,955.1274147
1400000US06037216800,486.9690167,490.5775582,602.5856445,,,,440.7394465,522.4404089,691.1142046
1400000US06037216901,1132.057298,1187.536767,1266.215557,751.529781,,,,,1116.20722
1400000US06037216902,895.5511727,716.6352222,743.8502061,,,,,693.8567724,1058.401673
1400000US06037217001,413.2111304,586.1723065,562.4050838,,,,164.9790422,541.9516302,523.9108696
1400000US06037217002,450.1248347,630.1354582,644.0924809,63.30661364,,,770.4993367,283.5322335,419.9998894
1400000US06037217101,1267.299158,1322.248549,1219.686363,1304.847774,,,,1221.907454,1408.589927
1400000US06037217102,1257.638685,1320.926356,1408.374402,1245.836489,,,1424.503239,1281.550808,1249.559441
1400000US06037217200,826.7269626,866.6853695,852.736282,813.5472384,,,,,649.3055703
1400000US06037218110,404.52682,343.2244877,362.8064879,380.9923354,,,266.2500156,524.689145,234.1264461
1400000US06037218120,762.6584274,622.1941389,698.0267191,589.0998881,,,,829.4365451,589.1649906
1400000US06037218210,290.1551796,126.9739949,227.1660057,112.036432,,,,244.3181521,281.1700424
1400000US06037218220,252.8799031,214.6223001,287.135622,,,,,388.9790287,
1400000US06037218300,755.3521275,790.4910664,834.9248982,765.0725206,,,853.1008415,553.6608557,659.7385392
1400000US06037218400,845.4446364,577.3771988,593.643318,210.95632,,,,796.0285621,235.0761121
1400000US06037218500,905.4093989,759.4588358,833.4376977,788.9745707,,,,616.1898429,583.4345017
1400000US06037218600,353.7354561,229.0100182,271.2506506,171.8609407,,,148.63797,296.4491611,
1400000US06037218701,432.8060886,151.7450737,277.7560275,,,,,151.8001243,
1400000US06037218702,633.1440506,511.2705755,462.8583714,,,,,782.8939562,53.99895645
1400000US06037218800,374.6267701,455.5264702,354.6047126,467.914968,,,,210.7130812,454.9412087
1400000US06037218900,454.0166464,729.8939566,,,,,,359.7007649,224.2558546
1400000US06037219010,356.0827334,169.6740449,567.070011,273.6273549,,,,294.7047012,39.60777633
1400000US06037219020,548.0266841,304.1332641,649.7309497,740.3861139,,,,630.9085762,718.0694458
1400000US06037219300,925.1082676,862.2876662,929.3392118,980.9398876,,,,1060.570395,923.5474316
1400000US06037219500,761.5497133,1246.358926,1223.21315,,,,,,909.8384858
1400000US06037219700,278.4756435,383.9214294,379.7143297,109.5777754,,,,480.975719,371.781565
1400000US06037219800,553.8112431,779.5930715,641.5087009,350.1704132,,,,471.9149505,766.026571
1400000US06037219901,517.6849671,704.7526354,811.9870252,234.1971591,,,,887.7483555,
1400000US06037219902,216.7729466,352.1752265,360.9216175,144.7323606,,,,202.5993012,89.78950638
1400000US06037220000,437.4001335,494.9245508,691.0718802,487.457303,,,,340.6421136,333.0109479
1400000US06037220100,287.1109491,249.1109985,279.7072182,246.2487469,,,,,210.3342642
1400000US06037221110,530.3792675,648.4044582,513.201995,659.899313,,,,499.8305761,
1400000US06037221120,342.0108597,393.5650813,534.8445514,288.7964963,,,,194.1888515,310.3644462
1400000US06037221210,279.1869788,293.1122745,307.3128101,165.4227809,,,198.2899662,305.1442342,
1400000US06037221220,552.5487575,588.8449219,646.1499424,601.0783095,,,,262.038401,261.8021023
1400000US06037221302,742.1335648,728.5865775,779.5390355,698.2954973,,,,665.3659346,547.7049223
1400000US06037221303,668.991285,708.2161114,764.6781633,733.8515869,,,,773.9306443,
1400000US06037221304,734.9059901,596.1172302,610.8283844,,,,,750.1533845,747.2380066
1400000US06037221401,245.3056109,375.0420653,331.0473548,,,,,257.2734429,186.7562238
1400000US06037221402,440.8639242,611.2101283,523.7051651,605.8520553,,,,545.9533647,554.8800875
1400000US06037221500,402.2166653,329.0366602,315.2183835,327.3644606,,,,362.8363049,408.5076177
1400000US06037221601,391.1757238,524.8638583,513.9788362,620.361208,,,,203.721359,
1400000US06037221602,354.0300179,602.5595582,462.0895925,476.7605324,,,715.8991185,234.6884131,321.4487122
1400000US06037221710,411.9111574,502.4916934,500.0650786,312.9866543,,,113.0234814,513.4835312,
1400000US06037221810,205.0590874,396.2134013,404.9268304,,,,497.3710983,451.6707613,179.6451209
1400000US06037221820,322.1810789,306.6422783,320.1974708,,,,410.4588141,78.15570196,
1400000US06037221900,427.6929893,472.7834908,454.9231053,,,,,476.9453805,542.6165195
1400000US06037222001,508.7210698,495.6190623,518.7700063,544.2626467,,,,428.6557078,
1400000US06037222002,616.9921919,518.9343724,450.5810929,,,,,643.1104743,680.0997871
1400000US06037222100,314.229257,471.9007428,456.3738629,476.1566756,,,454.147793,459.6224587,
1400000US06037222200,155.8922761,246.1103202,194.7996942,175.5665573,,,,196.5201779,74.69052179
1400000US06037222500,236.4738736,346.7196675,367.2164498,,,,,202.0837598,413.4349275
1400000US06037222600,522.6875939,457.6228051,437.5413042,,,,537.5445523,470.1911724,420.0380367
1400000US06037222700,284.5184586,363.5810644,253.1194748,,,,541.1071242,469.2502702,310.6486983
1400000US06037224010,198.5397135,613.9270992,311.4923108,567.3155939,,,244.1282511,154.9060801,483.4921627
1400000US06037224020,253.2889989,359.9121288,363.3813981,421.0452501,,,417.4105323,354.7870043,442.5559702
1400000US06037224200,302.3689233,218.5231995,148.0982683,206.7478836,,,372.2679825,291.43059,316.5407408
1400000US06037224310,123.6087723,185.283163,221.9188267,221.7490373,,,,165.7613811,
1400000US06037224320,185.9044353,199.4556694,201.4357835,202.6876447,,,,83.22600025,273.3633436
1400000US06037224410,225.4519987,184.0441291,271.0904232,235.9643584,,,197.501652,240.4834591,308.3273905
1400000US06037224420,146.1725607,160.3949854,119.414183,,,,209.1576752,246.7988572,38.37684318
1400000US06037224600,516.4864597,501.1143876,537.4991486,598.9833879,,,743.8932575,498.1817945,527.5248131
1400000US06037224701,406.0849406,,354.8535751,,,,379.5751141,133.6915535,
1400000US06037224702,576.5508664,623.8801501,626.9395254,,,,475.3036961,154.8816543,720.0496347
1400000US06037226001,431.1281761,488.6666759,518.1963399,594.519745,599.0155997,,,416.5764642,576.4789965
1400000US06037226002,570.4467011,1044.692225,736.3781631,793.1146025,,,532.4822678,340.6262422,913.353594
1400000US06037226410,154.2040797,202.0795917,196.5469804,221.9360567,,,,179.8988301,
1400000US06037226420,428.0967097,277.0907388,384.4072177,256.1057854,,,,422.3377433,
1400000US06037226701,526.0478952,477.4471713,475.3227778,585.5547537,,,,566.5220004,586.6593827
1400000US06037226702,635.5852505,675.1987996,682.4587008,742.3749261,,,,601.1899689,563.8706842
1400000US06037227010,200.068534,260.9119727,396.5427279,696.0616603,,,89.58016033,193.6204068,682.001057
1400000US06037227020,455.4693474,533.5624668,474.1813353,548.2112868,,,685.0684319,438.0183409,565.4499506
1400000US06037228100,208.9462478,214.0683659,389.9757439,443.0959691,,,,332.0142806,351.749012
1400000US06037228210,353.3324641,331.2786534,339.5925217,509.1526155,,,,417.7647376,507.5346811
1400000US06037228220,275.4203704,212.95213,122.7714142,538.2763767,,,,173.6870617,216.6212147
1400000US06037228310,321.5330528,243.1878128,168.0687319,190.3504731,,223.6630151,234.5765117,494.5655282,91.48122426
1400000US06037228320,336.6896974,251.3409828,127.1374689,206.4207791,,,,400.361094,384.6640824
1400000US06037228410,183.3842977,243.8536149,226.9993437,301.7721197,,,,170.2371961,91.26620201
1400000US06037228420,518.3604001,449.1588775,514.848026,523.4557296,,,,636.2653023,777.3107683
1400000US06037228500,526.6983683,594.8482598,581.5672125,620.9553458,,,422.5854853,633.7031858,645.3412504
1400000US06037228600,378.9029207,159.5466427,265.7545701,209.6668104,,,,255.1600239,419.7177002
1400000US06037228710,360.4817029,381.1762148,261.7980887,80.9355164,,,,199.7731646,248.817206
1400000US06037228720,429.2596107,376.007472,361.5369802,,,,,283.0244888,489.181096
1400000US06037228800,183.7149268,249.0555161,230.2948963,217.4272981,,,,182.9158558,289.0701365
1400000US06037228900,134.8582782,295.500224,449.9583595,317.5539989,,,,259.7909741,221.7391412
1400000US06037229100,247.0503758,482.6805634,417.8581684,489.7588017,,,602.9807913,301.1751857,428.4498101
1400000US06037229200,185.2556831,342.7826215,344.0643989,271.1503331,,,193.535398,183.974169,80.86763703
1400000US06037229300,187.8854315,173.019747,415.5995032,385.2379358,,,,217.006526,
1400000US06037229410,172.2095279,141.8418819,175.7164333,157.555991,,,,79.09805292,190.0098909
1400000US06037229420,426.4811422,507.8455875,558.150986,393.0846206,,,,386.099885,507.585435
1400000US06037231100,426.5749533,571.2607482,508.5872434,651.5287716,,,,462.2989167,493.2480212
1400000US06037231210,308.5990252,140.1975307,353.506552,,,,,,
1400000US06037231220,545.2692677,528.5078066,623.1574752,515.9050393,,,534.83464,576.7195301,333.6226968
1400000US06037231301,295.2961428,323.3394088,118.7825472,,,,,93.18854341,
1400000US06037231302,255.8602524,245.7616859,422.6180225,,,,,233.0449648,30.96837828
1400000US06037231400,504.0410817,194.4120535,304.7170865,,,,,263.6187133,
1400000US06037231500,786.3539272,858.1447268,392.9418145,833.8734112,,,,796.6248963,367.1304049
1400000US06037231601,680.0206732,498.6160079,621.8445144,476.9410686,,,,706.171571,667.714622
1400000US06037231602,711.5200886,393.8021548,377.6850317,392.1169699,,,,622.9699701,
1400000US06037231603,658.3223286,562.5327271,794.5939618,,,,,468.0595941,875.308136
1400000US06037231710,607.7969732,589.7455398,645.4155794,,,,,526.7670068,706.1273735
1400000US06037231720,733.8157715,783.1852403,722.7167167,330.9225142,,,921.8856487,686.4483646,302.6901882
1400000US06037231800,897.5376145,952.0637329,906.3859901,855.2456824,,,,980.8215132,884.6289704
1400000US06037231901,386.1286911,450.4967155,334.6408505,450.3671919,,,470.894863,470.2796876,
1400000US06037231902,669.0885902,670.0660707,777.2001458,586.814059,,,,882.1357285,
1400000US06037232110,177.6736272,270.3694722,222.5883774,97.41215917,,,,390.9723531,354.3806199
1400000US06037232120,279.6797793,316.3509618,339.9913732,151.4299287,,,,328.3025937,
1400000US06037232200,281.7284081,299.8307322,282.4236368,370.9386078,,,,315.537514,282.2424683
1400000US06037232300,400.2482968,377.0822192,399.4858565,427.7011188,,,376.4917751,554.9348378,
1400000US06037232401,784.4141597,889.5002895,1017.991556,,,,1008.56832,923.1292594,
1400000US06037232402,584.5269723,731.0632604,608.9204738,,,,569.0491311,659.5186977,
1400000US06037232500,253.9869567,322.5197186,430.8048002,489.8721617,,,,351.8516624,500.999434
1400000US06037232601,762.9541795,726.3252371,667.5584841,546.8552593,,,,812.1637363,529.8124607
1400000US06037232602,792.6482222,799.4995048,803.5088096,708.4219799,,,,922.5258147,715.9470555
1400000US06037232701,754.5945774,689.226293,796.7614777,773.5653514,,,,891.5289471,745.2277137
1400000US06037232702,558.20676,612.0288844,774.4867172,788.5876905,,,641.3395647,544.2329882,723.1313382
1400000US06037232800,355.5717435,331.234699,422.4060018,388.6953017,,,305.0450579,401.6002122,493.9809475
1400000US06037234001,678.6717211,473.0489634,479.8454557,480.4165169,,,555.4729706,537.8580095,403.3386861
1400000US06037234002,812.9934423,717.1840395,727.386775,,,,,657.1592878,
1400000US06037234200,998.9181294,1314.837889,1202.312054,1067.862827,,,,1267.669595,921.1396216
1400000US06037234301,415.9481128,177.4265081,224.0145717,,330.527488,,,136.4247066,174.953731
1400000US06037234302,220.5079814,345.9192983,135.1346022,,,,,102.0283565,173.8017594
1400000US06037234501,359.6316682,330.8865019,347.7553641,,,,,335.1846187,365.3829485
1400000US06037234502,319.2795122,347.183701,188.5219927,511.247399,486.3169791,,,199.3936187,298.8904445
1400000US06037234600,455.9638643,402.965422,521.3266007,285.0450519,,,,455.2029536,97.75842183
1400000US06037234700,397.3137886,557.5366837,337.8545746,712.2215479,,,178.5429618,538.6617905,325.38298
1400000US06037234800,617.1894918,705.7508907,599.8086336,582.8269119,,,,682.9024195,695.3972464
1400000US06037234901,198.2218641,201.2679475,193.9178685,392.5164137,,,,258.9945869,350.5701358
1400000US06037234902,379.3864865,229.9709174,241.0174348,357.3043365,,,,271.8263445,
1400000US06037235100,649.043528,1004.442901,681.0062885,827.9774628,,,,874.8909049,
1400000US06037235201,492.0696127,434.4338988,466.4010271,429.3886629,,,,583.8824298,551.760102
1400000US06037235202,612.4262039,627.9169938,438.7661593,323.1894519,,,517.8018137,620.4383893,264.0465475
1400000US06037236001,318.1525478,343.6519917,70.71139173,152.6113449,,,,348.2643643,15.62352998
1400000US06037236101,1006.943314,889.8489814,1346.140521,,,,,1279.669467,
1400000US06037236102,460.6421988,586.4459731,612.2348721,,,,694.0621583,418.7547999,
1400000US06037236203,526.3185714,505.3661959,,,,,,647.5650798,595.1667628
1400000US06037236204,333.7003944,,363.9504586,,,,,,286.7203156
1400000US06037236205,255.8993349,,,,,,,,0.326880563
1400000US06037236206,189.0959784,162.9199116,362.5019217,,,,,290.6051657,
1400000US06037236400,138.4096285,141.3699436,,,,,,273.0437731,239.3248714
1400000US06037237101,332.1210683,273.4258819,445.7123012,414.7550599,,,,323.6869745,470.89297
1400000US06037237102,494.4975321,698.2127662,687.7415396,757.9562014,,,,634.0683853,553.3461138
1400000US06037237201,403.4265539,485.2549134,485.1707829,515.1194032,,,,205.7243466,
1400000US06037237202,265.8499358,299.4668082,429.2116289,411.1631088,,,,348.434489,404.827971
1400000US06037237300,515.345437,487.2427401,442.6503338,12.2230007,,,648.5737335,470.2063141,654.1488092
1400000US06037237401,496.6518678,289.4703732,275.1614277,333.6958013,,,265.4621295,288.6026327,108.1791938
1400000US06037237402,572.4470875,867.1990753,564.4794158,877.4408542,,,,391.4343907,
1400000US06037237500,174.0726074,200.9775,91.45096369,87.51584996,,,46.1979538,88.67013932,183.5592499
1400000US06037237600,330.5484102,388.2599161,410.5108127,434.2241161,,,,467.3418983,368.5140315
1400000US06037237710,239.8543826,256.5914139,315.9705527,474.8968933,,,262.9516015,257.4737015,560.9545184
1400000US06037237720,309.2512745,479.413832,477.5579403,264.8142617,,,,213.9319838,353.7118595
1400000US06037237800,864.3188601,789.9717782,987.317478,1007.825689,,,,877.5273925,1002.148539
1400000US06037237900,373.5464628,437.3887839,477.8241085,,,,,420.7714948,325.0597901
1400000US06037238000,322.3970289,194.3335819,339.2091893,,,,,279.1935176,171.4499044
1400000US06037238100,494.6225032,428.9645757,292.950811,,,,204.0895532,455.7195556,
1400000US06037238200,636.5023859,387.0372926,614.4374469,523.9788174,,,666.2316459,372.6056387,
1400000US06037238310,417.0806179,386.8823672,650.8012484,320.619464,,,,528.4248626,
1400000US06037238320,396.4066818,285.6184826,355.8733448,238.5476592,,,,375.3458726,255.0233404
1400000US06037238400,443.5144561,310.9435116,241.5484377,,,,,337.4841693,462.108532
1400000US06037239201,418.8183225,564.9602684,565.8443436,248.034753,,,550.2405844,326.2121991,
1400000US06037239202,182.0522223,285.692549,220.402155,400.5518885,,,,137.6003911,180.9958585
1400000US06037239310,705.4074271,791.3337333,791.4539088,793.6383619,,,815.7066234,384.651215,852.6479377
1400000US06037239320,592.4580509,687.6238607,880.4062174,889.5370249,,,,480.3598933,356.8329562
1400000US06037239330,501.2617188,778.646713,430.6384444,530.5570689,,,639.0384191,567.6131816,364.6809694
1400000US06037239501,639.9380584,804.5330305,710.5042749,815.8884956,,,,582.7924073,626.7258418
1400000US06037239502,388.3234665,791.6370793,786.4033269,797.6505572,,,816.1867002,208.3672731,338.7001418
1400000US06037239601,800.7040247,879.6483102,868.822543,889.388912,,,,899.7273442,962.9978669
1400000US06037239602,673.2965792,777.1950178,804.4368103,,,,,838.6600781,1013.570484
1400000US06037239701,690.1778864,853.395025,701.0915983,657.4395636,,,,653.5002849,
1400000US06037239702,466.6759295,534.8001039,296.538386,465.1086727,,,199.0855573,541.453268,
1400000US06037239801,326.1680285,182.9551489,272.8741915,149.7023655,,,,188.7536344,
1400000US06037239802,427.3165794,341.9646351,320.9556425,163.8056553,,,,439.0801346,491.8790439
1400000US06037240010,175.6815947,314.7746604,141.0833972,206.9935198,,,,301.1628128,184.9411727
1400000US06037240020,314.6532116,358.6666551,483.7290347,71.50589168,,,,367.8412646,
1400000US06037240200,483.544403,571.3344981,512.392842,516.4327771,,,,482.8311686,529.862126
1400000US06037240301,136.6395916,228.8584927,236.7297272,,,318.9507855,226.0959485,186.6711128,191.8309109
1400000US06037240302,141.2329827,49.1986045,64.01449769,,,,,155.8578485,56.27634874
1400000US06037240401,305.5021207,272.9134468,225.1714325,,,,,231.7481462,303.8283419
1400000US06037240402,310.5075841,332.27149,320.1098344,,,,456.4487851,365.1448571,424.5987469
1400000US06037240500,774.2966152,735.7054483,792.3718943,841.4086397,,,,726.331425,771.7094572
1400000US06037240600,452.5523673,419.2339611,422.8420585,567.8386208,,,,415.212762,405.1700552
1400000US06037240700,279.1945778,222.308347,58.84955887,,,,45.25203378,93.40656219,251.2035465
1400000US06037240800,658.2885295,731.6610858,632.8456502,578.7616605,,,484.1260968,696.9620525,721.8675557
1400000US06037240901,727.1664496,493.4960629,499.4794643,502.0551523,,,,518.1932465,526.3687428
1400000US06037240902,649.7664825,589.1827402,599.3619185,555.6070187,,,,527.6964281,749.4307937
1400000US06037241001,586.2435929,388.8455354,485.1996269,559.402305,,,590.4517645,682.8186326,584.4923891
1400000US06037241002,287.0967691,276.3376782,272.8206551,,,,,394.9149453,278.6081567
1400000US06037241110,310.1238963,379.7640998,439.4622259,324.481679,,,,562.957296,492.7998048
1400000US06037241120,580.5223768,684.7724159,561.7060974,865.3122317,,,734.1327752,636.03636,554.8965235
1400000US06037241201,219.4624162,204.5681502,291.5508936,,,,,250.1836174,234.4660603
1400000US06037241202,713.9898356,851.3534023,681.6961711,708.0643484,,,,854.9608717,734.0416929
1400000US06037241300,509.4468501,410.313376,486.1367968,,,,,741.9274664,855.2874133
1400000US06037241400,669.3042953,726.0505759,666.4268555,845.6808538,,,683.3939326,670.6858937,826.2809894
1400000US06037242000,186.3954155,115.1744238,107.1643335,273.8644681,,,,96.11429162,266.0811497
1400000US06037242100,88.31740277,404.2431701,,533.8134615,,,,,464.5161829
1400000US06037242201,386.6907688,298.2309924,182.7945396,,496.7134705,,,538.0946596,581.4783411
1400000US06037242202,195.428456,144.5457485,249.9824642,,,,226.3239541,222.1808676,209.5009744
1400000US06037242300,247.5985124,211.6853828,311.4411948,184.7314222,,,168.6942446,197.4029216,159.6325009
1400000US06037242600,183.3743949,420.3566596,,,,,,232.5965169,173.8418758
1400000US06037242700,169.6398787,109.3782413,92.67054432,72.32047641,,,,182.5591179,72.82809697
1400000US06037243001,173.7760439,96.49411646,104.2573848,74.5872383,,,,52.69847432,
1400000US06037243002,437.8707951,330.9340621,427.5244295,,,,,384.8074126,418.7075709
1400000US06037243100,251.1158417,143.720843,184.8981314,292.6912299,,,,194.0977817,113.8923039
1400000US06037261102,424.3965515,,,,,,652.1618989,,427.3367671
1400000US06037261103,235.9572894,,,,,,107.9360793,,109.4277025
1400000US06037261104,362.0650396,,,253.1189987,,,,,170.736605
1400000US06037261200,57.34801936,89.09927007,,87.90908998,,,,,66.70229166
1400000US06037262100,415.054765,332.8577925,728.6373689,,552.057321,,1454.771003,395.4523339,239.5515585
1400000US06037262200,369.34058,1225.186541,1267.301029,,,,50.85879601,487.2311382,619.1083587
1400000US06037262301,105.4720406,,,,,76.98520178,222.031776,148.0348907,77.26248607
1400000US06037262302,622.3705647,1017.687639,,,,,854.2850641,410.3531061,390.0940755
1400000US06037262303,604.5100943,,,,,,,,265.9265525
1400000US06037262400,315.4808529,,,,,,,,37.92134129
1400000US06037262501,293.1498326,232.8239984,249.2586344,,,,210.1774115,202.5014066,268.644533
1400000US06037262601,209.4894696,22.04092698,,,,,,,397.8676709
1400000US06037262604,236.086336,199.4662206,66.78234396,,,,110.5603779,400.0369194,99.88804734
1400000US06037262704,171.979949,131.0836255,111.0502057,,,,101.1298735,,157.1949715
1400000US06037262706,150.0553846,259.9128275,236.800288,,,,262.7779922,80.75669173,48.45870327
1400000US06037262802,436.3327232,86.2469238,134.6939557,,,,878.7948122,,419.3878151
1400000US06037264000,898.4432489,831.7321092,833.6496289,,,,,356.9720352,1428.499465
1400000US06037264102,228.4773816,155.1340656,172.7113427,,,,,,
1400000US06037264103,609.4371793,794.2639711,786.1801107,,,,,,
1400000US06037264303,1018.608577,881.3400053,885.5341473,,,,,,874.0659391
1400000US06037264304,1021.495581,962.7150634,909.0913488,,,,,,
1400000US06037264305,753.8781326,917.8730852,1227.480851,,,,628.714492,769.7123891,677.7889514
1400000US06037264306,693.6075123,597.4123886,601.4077267,,,,,638.4141414,
1400000US06037265100,397.2381132,,444.5762156,,,,299.3680565,758.1280798,432.1416904
1400000US06037265201,898.7646965,739.0907064,844.0868774,,,,,761.2169435,
1400000US06037265203,530.4991094,262.1030618,,,,,668.5549309,370.3109563,
1400000US06037265204,502.6560464,573.9613938,603.5153116,,,,683.9747417,513.5994711,618.7670181
1400000US06037265301,,,,,,,,,1137.775915
1400000US06037265303,1316.138179,,,,,,,,
1400000US06037265304,1377.906058,1472.250786,,,,,1398.427316,1380.470153,
1400000US06037265306,1023.845671,1219.384905,893.6159982,,,,979.8583286,,950.9580228
1400000US06037265307,872.9765548,640.1580298,617.2697207,,,,,581.6152942,706.3928989
1400000US06037265410,491.0775915,257.2593555,235.7679439,,,,,340.1018451,777.5771919
1400000US06037265420,975.3508289,668.0195458,,,,,,,
1400000US06037265521,131.9816141,144.1286487,166.652727,,,,,,
1400000US06037265522,80.48844866,207.6454658,51.69092694,,,,89.37087231,123.4129445,
1400000US06037265523,571.2447559,566.5476235,611.3553971,,,,,540.3184895,
1400000US06037265524,217.4882716,147.8002351,325.7913557,215.7971892,,,33.54535265,,132.5629807
1400000US06037265601,836.8593429,1118.403362,1134.023727,,,,,896.556096,782.0048224
1400000US06037265602,701.6525894,461.3388288,,,,,,896.8093014,
1400000US06037265701,1100.775668,1052.794291,1239.25589,,,,401.9686993,,
1400000US06037265702,714.1656524,443.5219551,,,,,,589.9386371,
1400000US06037267101,1150.104885,1199.868901,1131.837057,1107.109623,,,,,1179.974984
1400000US06037267102,957.1586143,1315.427057,638.6795256,,,,,,1222.484853
1400000US06037267201,847.6039056,821.0472118,985.8417653,1086.029479,,,729.7221435,1294.002071,749.3695999
1400000US06037267202,1091.520389,1097.048888,1203.887387,,,,,1187.020143,870.0913705
1400000US06037267300,511.9817669,437.4657479,386.2844482,284.6214076,,,496.085628,531.3029112,566.5972618
1400000US06037267403,777.7282667,971.8894929,,,,,,749.7815392,
1400000US06037267404,620.1428379,663.2157355,740.1790911,,,,,,481.4505985
1400000US06037267405,465.3115013,528.3685926,395.512257,,,,,204.9067949,
1400000US06037267406,327.6298655,563.0012836,606.1967353,,,,,299.1682098,458.8416014
1400000US06037267502,335.8548223,134.7603251,140.3715255,,,,,422.4269249,
1400000US06037267503,294.5063832,569.0460302,566.4987629,,,,,317.4490993,612.4604165
1400000US06037267504,244.9034765,308.7797456,372.3667504,209.2597506,,,,,522.2508064
1400000US06037267600,284.6646391,563.9761321,765.0028223,658.9839702,,,583.9824443,383.2016815,279.0359446
1400000US06037267700,680.2476233,907.5244338,994.67155,1001.500833,,,950.5298404,747.5871382,957.8640099
1400000US06037267800,1164.921829,1221.188124,1315.610594,1428.35949,,,1117.012887,1329.900149,678.7737824
1400000US06037267901,344.0856666,521.4661029,652.5094729,283.7528244,,,146.0696017,77.7207913,190.3170079
1400000US06037267902,290.700512,295.3299821,370.9597387,47.26006775,,,,47.26413987,280.4458265
1400000US06037269000,367.9717324,479.1217824,496.551333,,,,500.0215359,574.7460263,235.070392
1400000US06037269100,791.981614,755.3565162,772.6809226,786.97161,,,838.1502227,748.7794587,808.5947617
1400000US06037269300,259.1617081,388.5079186,564.2414361,,,,134.4124025,,199.648702
1400000US06037269500,592.5000877,468.0549824,,,,,,,424.7467318
1400000US06037269601,771.1860317,876.1514357,817.0631973,890.920053,,,,,
1400000US06037269602,575.8947974,385.2163735,,322.4828288,,,,667.0056072,491.3538068
1400000US06037269700,373.5486642,252.9408167,385.9088004,370.5705515,,,256.5004244,202.0783165,457.6818723
1400000US06037269800,637.804066,698.7297178,477.4110685,,,,,,
1400000US06037269903,585.0116616,583.5918315,611.0956944,534.7043022,,,,689.285955,769.5436705
